Seconds,Volts
0, 0
2.602324E-08, 0.0002611279
5.204647E-08, 0.0005222559
7.80697E-08, 0.0007833838
1.040929E-07, 0.001044512
1.301162E-07, 0.00130564
1.561394E-07, 0.001566768
1.821627E-07, 0.001827896
2.081859E-07, 0.002088964
2.342091E-07, 0.002350092
2.602324E-07, 0.00261122
2.862556E-07, 0.002872348
3.122788E-07, 0.003133476
3.38302E-07, 0.003394604
3.643253E-07, 0.003655732
3.903485E-07, 0.00391686
4.163718E-07, 0.004177988
4.42395E-07, 0.004439116
4.684182E-07, -1.073482
4.944415E-07, -1.07322
5.204647E-07, -1.072959
5.464879E-07, -1.072698
5.725112E-07, -1.072437
5.985344E-07, -1.072176
6.245576E-07, -1.071915
6.505809E-07, -1.071654
6.766041E-07, -1.071393
7.026273E-07, -1.071131
7.286506E-07, -1.07087
7.546738E-07, -1.070609
7.806971E-07, -1.070348
8.067203E-07, -1.070087
8.327435E-07, -1.069826
8.587668E-07, -1.069565
8.8479E-07, -1.069304
9.108132E-07, -1.069042
9.368364E-07, -1.068781
9.628596E-07, -1.06852
9.888829E-07, -1.068259
1.014906E-06, -1.067998
1.040929E-06, -1.067737
1.066953E-06, -1.067476
1.092976E-06, -1.067215
1.118999E-06, -1.066954
1.145022E-06, -1.066692
1.171046E-06, -1.066431
1.197069E-06, -1.06617
1.223092E-06, -1.065909
1.249115E-06, -1.065648
1.275139E-06, -1.065387
1.301162E-06, -1.065126
1.327185E-06, -1.064865
1.353208E-06, -1.064603
1.379231E-06, -1.064342
1.405255E-06, -1.064081
1.431278E-06, -1.06382
1.457301E-06, -1.063559
1.483324E-06, -1.063298
1.509348E-06, -1.063037
1.535371E-06, -1.062776
1.561394E-06, -1.062514
1.587417E-06, -1.062253
1.613441E-06, -1.061992
1.639464E-06, -1.061731
1.665487E-06, -1.06147
1.69151E-06, -1.061209
1.717534E-06, -1.060948
1.743557E-06, -1.060687
1.76958E-06, -1.060425
1.795603E-06, -1.060164
1.821626E-06, -1.059903
1.84765E-06, -1.059642
1.873673E-06, -1.059381
1.899696E-06, -1.05912
1.925719E-06, -1.058859
1.951743E-06, -1.058598
1.977766E-06, -1.058336
2.003789E-06, -1.058075
2.029812E-06, -1.057814
2.055835E-06, -1.057553
2.081859E-06, -1.057292
2.107882E-06, -1.057031
2.133905E-06, -1.05677
2.159928E-06, -1.056509
2.185952E-06, -1.056247
2.211975E-06, -1.055986
2.237998E-06, -1.055725
2.264022E-06, 0.02271783
2.290045E-06, 0.0229789
2.316068E-06, 0.02324003
2.342091E-06, 0.02350116
2.368114E-06, 0.02376229
2.394138E-06, 0.02402341
2.420161E-06, 0.02428454
2.446184E-06, 0.02454567
2.472207E-06, 0.0248068
2.498231E-06, 0.02506793
2.524254E-06, 0.02532905
2.550277E-06, 0.02559018
2.5763E-06, 0.02585131
2.602324E-06, 0.02611244
2.628347E-06, 0.02637357
2.65437E-06, 0.02663469
2.680393E-06, 0.02689582
2.706416E-06, -1.051025
2.73244E-06, -1.050764
2.758463E-06, -1.050503
2.784486E-06, -1.050242
2.810509E-06, -1.04998
2.836533E-06, -1.049719
2.862556E-06, -1.049458
2.888579E-06, -1.049197
2.914602E-06, -1.048936
2.940626E-06, -1.048675
2.966649E-06, -1.048414
2.992672E-06, -1.048153
3.018695E-06, -1.047891
3.044719E-06, -1.04763
3.070742E-06, -1.047369
3.096765E-06, -1.047108
3.122788E-06, -1.046847
3.148811E-06, -1.046586
3.174835E-06, -1.046325
3.200858E-06, -1.046064
3.226881E-06, -1.045802
3.252904E-06, -1.045541
3.278928E-06, -1.04528
3.304951E-06, -1.045019
3.330974E-06, -1.044758
3.356997E-06, -1.044497
3.383021E-06, -1.044236
3.409044E-06, -1.043975
3.435067E-06, -1.043713
3.46109E-06, -1.043452
3.487113E-06, -1.043191
3.513137E-06, -1.04293
3.53916E-06, -1.042669
3.565183E-06, -1.042408
3.591206E-06, -1.042147
3.61723E-06, -1.041886
3.643253E-06, -1.041625
3.669276E-06, -1.041363
3.695299E-06, -1.041102
3.721323E-06, -1.040841
3.747346E-06, -1.04058
3.773369E-06, -1.040319
3.799392E-06, -1.040058
3.825416E-06, -1.039797
3.851439E-06, -1.039536
3.877462E-06, -1.039274
3.903485E-06, -1.039013
3.929509E-06, -1.038752
3.955532E-06, -1.038491
3.981555E-06, -1.03823
4.007578E-06, -1.037969
4.033601E-06, -1.037708
4.059625E-06, -1.037446
4.085648E-06, -1.037185
4.111671E-06, -1.036924
4.137694E-06, -1.036663
4.163718E-06, -1.036402
4.189741E-06, -1.036141
4.215764E-06, -1.03588
4.241787E-06, -1.035619
4.267811E-06, -1.035357
4.293834E-06, -1.035096
4.319857E-06, -1.034835
4.34588E-06, -1.034574
4.371903E-06, -1.034313
4.397927E-06, -1.034052
4.42395E-06, -1.033791
4.449973E-06, -1.03353
4.475996E-06, -1.033268
4.50202E-06, 0.04517448
4.528043E-06, 0.04543561
4.554066E-06, 0.04569674
4.580089E-06, 0.04595786
4.606113E-06, 0.04621899
4.632136E-06, 0.04648012
4.658159E-06, 0.04674125
4.684182E-06, 0.04700235
4.710206E-06, 0.04726347
4.736229E-06, 0.0475246
4.762252E-06, 0.04778573
4.788275E-06, 0.04804686
4.814298E-06, 0.04830799
4.840322E-06, 0.04856911
4.866345E-06, 0.04883024
4.892368E-06, 0.04909134
4.918391E-06, 0.04935247
4.944415E-06, -1.028568
4.970438E-06, -1.028307
4.996461E-06, -1.028046
5.022484E-06, -1.027785
5.048508E-06, -1.027524
5.074531E-06, -1.027263
5.100554E-06, -1.027002
5.126577E-06, -1.02674
5.1526E-06, -1.026479
5.178624E-06, -1.026218
5.204647E-06, -1.025957
5.23067E-06, -1.025696
5.256693E-06, -1.025435
5.282717E-06, -1.025174
5.30874E-06, -1.024913
5.334763E-06, -1.024651
5.360786E-06, -1.02439
5.38681E-06, -1.024129
5.412833E-06, -1.023868
5.438856E-06, -1.023607
5.464879E-06, -1.023346
5.490903E-06, -1.023085
5.516926E-06, -1.022824
5.542949E-06, -1.022562
5.568972E-06, -1.022301
5.594995E-06, -1.02204
5.621019E-06, -1.021779
5.647042E-06, -1.021518
5.673065E-06, -1.021257
5.699088E-06, -1.020996
5.725112E-06, -1.020735
5.751135E-06, -1.020473
5.777158E-06, -1.020212
5.803181E-06, -1.019951
5.829205E-06, -1.01969
5.855228E-06, -1.019429
5.881251E-06, -1.019168
5.907274E-06, -1.018907
5.933297E-06, -1.018646
5.959321E-06, -1.018384
5.985344E-06, -1.018123
6.011368E-06, -1.017862
6.03739E-06, -1.017601
6.063414E-06, -1.01734
6.089437E-06, -1.017079
6.11546E-06, -1.016818
6.141483E-06, -1.016557
6.167507E-06, -1.016295
6.19353E-06, -1.016034
6.219553E-06, -1.015773
6.245577E-06, -1.015512
6.2716E-06, -1.015251
6.297623E-06, -1.01499
6.323646E-06, -1.014729
6.34967E-06, -1.014468
6.375692E-06, -1.014206
6.401716E-06, -1.013945
6.427739E-06, -1.013684
6.453762E-06, -1.013423
6.479785E-06, -1.013162
6.505809E-06, -1.012901
6.531832E-06, -1.01264
6.557855E-06, -1.012379
6.583879E-06, -1.012117
6.609902E-06, -1.011856
6.635925E-06, -1.011595
6.661948E-06, -1.011334
6.687972E-06, -1.011073
6.713994E-06, -1.010812
6.740018E-06, 0.06763116
6.766041E-06, 0.06789228
6.792064E-06, 0.06815341
6.818088E-06, 0.06841454
6.844111E-06, 0.06867567
6.870134E-06, 0.06893679
6.896157E-06, 0.06919792
6.922181E-06, 0.06945905
6.948204E-06, 0.06972018
6.974227E-06, 0.06998128
7.00025E-06, 0.0702424
7.026274E-06, 0.07050353
7.052296E-06, 0.07076466
7.07832E-06, 0.07102579
7.104343E-06, 0.07128692
7.130367E-06, 0.07154804
7.15639E-06, 0.07180914
7.182413E-06, -1.006112
7.208436E-06, -1.00585
7.234459E-06, -1.005589
7.260483E-06, -1.005328
7.286506E-06, -1.005067
7.312529E-06, -1.004806
7.338552E-06, -1.004545
7.364576E-06, -1.004284
7.390599E-06, -1.004023
7.416622E-06, -1.003762
7.442645E-06, -1.0035
7.468669E-06, -1.003239
7.494692E-06, -1.002978
7.520715E-06, -1.002717
7.546738E-06, -1.002456
7.572761E-06, -1.002195
7.598785E-06, -1.001934
7.624808E-06, -1.001673
7.650831E-06, -1.001411
7.676855E-06, -1.00115
7.702877E-06, -1.000889
7.728901E-06, -1.000628
7.754924E-06, -1.000367
7.780947E-06, -1.000106
7.806971E-06, -0.9998446
7.832994E-06, -0.9995835
7.859017E-06, -0.9993224
7.88504E-06, -0.9990612
7.911063E-06, -0.9988001
7.937087E-06, -0.998539
7.96311E-06, -0.9982778
7.989133E-06, -0.9980167
8.015157E-06, -0.9977556
8.04118E-06, -0.9974945
8.067203E-06, -0.9972334
8.093226E-06, -0.9969722
8.119249E-06, -0.9967111
8.145273E-06, -0.9964499
8.171296E-06, -0.9961889
8.197319E-06, -0.9959277
8.223342E-06, -0.9956666
8.249365E-06, -0.9954055
8.275389E-06, -0.9951444
8.301412E-06, -0.9948832
8.327435E-06, -0.9946221
8.353459E-06, -0.994361
8.379482E-06, -0.9940999
8.405505E-06, -0.9938388
8.431528E-06, -0.9935776
8.457551E-06, -0.9933165
8.483575E-06, -0.9930553
8.509598E-06, -0.9927943
8.535621E-06, -0.9925331
8.561645E-06, -0.992272
8.587667E-06, -0.9920109
8.613691E-06, -0.9917498
8.639714E-06, -0.9914886
8.665737E-06, -0.9912275
8.691761E-06, -0.9909664
8.717784E-06, -0.9907053
8.743807E-06, -0.9904441
8.76983E-06, -0.990183
8.795853E-06, -0.9899219
8.821877E-06, -0.9896607
8.8479E-06, -0.9893997
8.873923E-06, -0.9891385
8.899947E-06, -0.9888774
8.925969E-06, -0.9886162
8.951993E-06, -0.9883552
8.978016E-06, 0.09008786
9.004039E-06, 0.09034899
9.030063E-06, 0.09061012
9.056086E-06, 0.09087121
9.08211E-06, 0.09113234
9.108132E-06, 0.09139347
9.134155E-06, 0.0916546
9.160179E-06, 0.09191573
9.186202E-06, 0.09217685
9.212225E-06, 0.09243798
9.238249E-06, 0.09269911
9.264271E-06, 0.09296021
9.290295E-06, 0.09322134
9.316318E-06, 0.09348246
9.342341E-06, 0.09374359
9.368365E-06, 0.09400472
9.394388E-06, 0.09426585
9.420412E-06, -0.9836549
9.446434E-06, -0.9833938
9.472457E-06, -0.9831327
9.498481E-06, -0.9828715
9.524504E-06, -0.9826104
9.550527E-06, -0.9823493
9.576551E-06, -0.9820881
9.602574E-06, -0.981827
9.628597E-06, -0.981566
9.65462E-06, -0.9813048
9.680643E-06, -0.9810437
9.706667E-06, -0.9807825
9.73269E-06, -0.9805214
9.758714E-06, -0.9802603
9.784736E-06, -0.9799992
9.810759E-06, -0.979738
9.836783E-06, -0.9794769
9.862806E-06, -0.9792158
9.888829E-06, -0.9789547
9.914853E-06, -0.9786935
9.940876E-06, -0.9784324
9.966899E-06, -0.9781713
9.992922E-06, -0.9779102
1.001895E-05, -0.977649
1.004497E-05, -0.9773879
1.007099E-05, -0.9771268
1.009702E-05, -0.9768656
1.012304E-05, -0.9766046
1.014906E-05, -0.9763434
1.017508E-05, -0.9760823
1.020111E-05, -0.9758211
1.022713E-05, -0.9755601
1.025315E-05, -0.9752989
1.027918E-05, -0.9750378
1.03052E-05, -0.9747767
1.033122E-05, -0.9745156
1.035725E-05, -0.9742544
1.038327E-05, -0.9739933
1.040929E-05, -0.9737322
1.043532E-05, -0.973471
1.046134E-05, -0.9732099
1.048736E-05, -0.9729488
1.051339E-05, -0.9726877
1.053941E-05, -0.9724265
1.056543E-05, -0.9721655
1.059146E-05, -0.9719043
1.061748E-05, -0.9716432
1.06435E-05, -0.971382
1.066953E-05, -0.971121
1.069555E-05, -0.9708598
1.072157E-05, -0.9705987
1.07476E-05, -0.9703376
1.077362E-05, -0.9700764
1.079964E-05, -0.9698153
1.082567E-05, -0.9695542
1.085169E-05, -0.9692931
1.087771E-05, -0.9690319
1.090374E-05, -0.9687709
1.092976E-05, -0.9685097
1.095578E-05, -0.9682486
1.098181E-05, -0.9679874
1.100783E-05, -0.9677263
1.103385E-05, -0.9674652
1.105987E-05, -0.9672041
1.10859E-05, -0.9669429
1.111192E-05, -0.9666818
1.113794E-05, -0.9664207
1.116397E-05, -0.9661596
1.118999E-05, -0.9658985
1.121601E-05, 0.1125445
1.124204E-05, 0.1128057
1.126806E-05, 0.1130668
1.129408E-05, 0.1133279
1.132011E-05, 0.113589
1.134613E-05, 0.1138501
1.137215E-05, 0.1141113
1.139818E-05, 0.1143724
1.14242E-05, 0.1146335
1.145022E-05, 0.1148947
1.147625E-05, 0.1151558
1.150227E-05, 0.1154169
1.152829E-05, 0.115678
1.155432E-05, 0.1159391
1.158034E-05, 0.1162003
1.160636E-05, 0.1164614
1.163239E-05, 0.1167225
1.165841E-05, -0.9611982
1.168443E-05, -0.9609371
1.171046E-05, -0.960676
1.173648E-05, -0.9604149
1.17625E-05, -0.9601537
1.178853E-05, -0.9598926
1.181455E-05, -0.9596314
1.184057E-05, -0.9593704
1.186659E-05, -0.9591092
1.189262E-05, -0.9588481
1.191864E-05, -0.9585869
1.194466E-05, -0.9583259
1.197069E-05, -0.9580647
1.199671E-05, -0.9578036
1.202274E-05, -0.9575425
1.204876E-05, -0.9572814
1.207478E-05, -0.9570202
1.21008E-05, -0.9567591
1.212683E-05, -0.956498
1.215285E-05, -0.9562368
1.217887E-05, -0.9559758
1.22049E-05, -0.9557146
1.223092E-05, -0.9554535
1.225694E-05, -0.9551923
1.228297E-05, -0.9549313
1.230899E-05, -0.9546701
1.233501E-05, -0.954409
1.236104E-05, -0.9541478
1.238706E-05, -0.9538867
1.241308E-05, -0.9536256
1.243911E-05, -0.9533645
1.246513E-05, -0.9531034
1.249115E-05, -0.9528422
1.251718E-05, -0.9525811
1.25432E-05, -0.95232
1.256922E-05, -0.9520589
1.259525E-05, -0.9517977
1.262127E-05, -0.9515367
1.264729E-05, -0.9512755
1.267332E-05, -0.9510144
1.269934E-05, -0.9507532
1.272536E-05, -0.9504921
1.275138E-05, -0.950231
1.277741E-05, -0.9499699
1.280343E-05, -0.9497088
1.282946E-05, -0.9494476
1.285548E-05, -0.9491865
1.28815E-05, -0.9489254
1.290752E-05, -0.9486642
1.293355E-05, -0.9484031
1.295957E-05, -0.9481421
1.298559E-05, -0.9478809
1.301162E-05, -0.9476198
1.303764E-05, -0.9473586
1.306366E-05, -0.9470975
1.308969E-05, -0.9468364
1.311571E-05, -0.9465753
1.314173E-05, -0.9463141
1.316776E-05, -0.946053
1.319378E-05, -0.9457919
1.32198E-05, -0.9455308
1.324583E-05, -0.9452696
1.327185E-05, -0.9450085
1.329787E-05, -0.9447474
1.33239E-05, -0.9444863
1.334992E-05, -0.9442251
1.337594E-05, -0.943964
1.340197E-05, -0.9437029
1.342799E-05, -0.9434417
1.345401E-05, 0.1350012
1.348004E-05, 0.1352623
1.350606E-05, 0.1355235
1.353208E-05, 0.1357846
