Seconds,Volts
0, -5.192957
7.019353E-09, -5.190894
1.403871E-08, -5.188832
2.105806E-08, -5.186769
2.807741E-08, -5.184707
3.509676E-08, -5.182644
4.211612E-08, -5.180582
4.913547E-08, -5.178519
5.615482E-08, -5.176457
6.317418E-08, -5.174394
7.019353E-08, -5.172332
7.721288E-08, -5.170269
8.423224E-08, -5.168207
9.125159E-08, -5.166144
9.827095E-08, -5.164082
1.052903E-07, -5.162019
1.123096E-07, -5.159957
1.19329E-07, -5.157894
1.263484E-07, -5.155832
1.333677E-07, -5.153769
1.403871E-07, -5.151707
1.474064E-07, -5.149644
1.544258E-07, -5.147582
1.614451E-07, -5.145519
1.684645E-07, -5.143457
1.754838E-07, -5.141394
1.825032E-07, -5.139332
1.895225E-07, -5.137269
1.965419E-07, -5.135207
2.035612E-07, -5.133144
2.105806E-07, -5.131082
2.175999E-07, -5.129019
2.246193E-07, -5.126957
2.316387E-07, -5.124894
2.38658E-07, -5.122832
2.456774E-07, -5.12077
2.526967E-07, -5.118707
2.597161E-07, -5.116644
2.667354E-07, -5.114582
2.737548E-07, -5.112519
2.807741E-07, -5.110457
2.877935E-07, -5.108395
2.948128E-07, -5.106332
3.018322E-07, -5.10427
3.088515E-07, -5.102207
3.158709E-07, -5.100144
3.228902E-07, -5.098082
3.299096E-07, -5.096019
3.36929E-07, -5.093957
3.439483E-07, -5.091895
3.509677E-07, -5.089832
3.57987E-07, -5.08777
3.650064E-07, -5.085707
3.720257E-07, -5.083644
3.790451E-07, -5.081582
3.860644E-07, -5.079519
3.930838E-07, -5.077457
4.001031E-07, -5.075395
4.071225E-07, -5.073332
4.141418E-07, -5.07127
4.211612E-07, -5.069207
4.281805E-07, -5.067144
4.351999E-07, -5.065082
4.422192E-07, -5.06302
4.492386E-07, -5.060957
4.56258E-07, -5.058895
4.632773E-07, -5.056832
4.702967E-07, -5.05477
4.77316E-07, -5.052707
4.843354E-07, -5.050644
4.913547E-07, -5.048582
4.98374E-07, -5.04652
5.053934E-07, -5.044457
5.124128E-07, -5.042395
5.194321E-07, -5.040332
5.264515E-07, -5.03827
5.334708E-07, -5.036207
5.404902E-07, -5.034144
5.475096E-07, -5.032082
5.545289E-07, -5.03002
5.615482E-07, -5.027957
5.685676E-07, -5.025895
5.75587E-07, -5.023832
5.826063E-07, -5.02177
5.896256E-07, -5.019707
5.96645E-07, -5.017644
6.036644E-07, -5.015582
6.106837E-07, -5.01352
6.177031E-07, -5.011457
6.247224E-07, -5.009395
6.317418E-07, -5.007332
6.387612E-07, -5.00527
6.457805E-07, -5.003207
6.527998E-07, -5.001145
6.598192E-07, -4.999082
6.668386E-07, -4.99702
6.738579E-07, -4.994957
6.808772E-07, -4.992895
6.878966E-07, -4.990832
6.94916E-07, -4.98877
7.019353E-07, -4.986707
7.089546E-07, -4.984645
7.15974E-07, -4.982582
7.229934E-07, -4.98052
7.300127E-07, -4.978457
7.370321E-07, -4.976395
7.440514E-07, -4.974332
7.510708E-07, -4.97227
