Seconds,Volts
0, -0.4430115
1.402433E-08, -0.406129
2.804866E-08, -0.3694965
4.207299E-08, -0.3333621
5.609732E-08, -0.2979706
7.012165E-08, -0.2635617
8.414598E-08, -0.2303683
9.817031E-08, -0.1986154
1.121946E-07, -0.1685176
1.26219E-07, -0.1402785
1.402433E-07, -0.1140891
1.542676E-07, -0.09012607
1.68292E-07, -0.06855118
1.823163E-07, -0.04950976
1.963406E-07, -0.03312978
2.10365E-07, -0.01952115
2.243893E-07, -0.008774787
2.384136E-07, -0.000962019
2.524379E-07, 0.003865778
2.664623E-07, 0.00567773
2.804866E-07, 0.004463434
2.945109E-07, 0.0002332926
3.085353E-07, -0.00698182
3.225596E-07, -0.01713055
3.365839E-07, -0.0301415
3.506082E-07, -0.0459238
3.646326E-07, -0.06436759
3.786569E-07, -0.08534485
3.926812E-07, -0.1087102
4.067056E-07, -0.134302
4.207299E-07, -0.1619434
4.347542E-07, -0.1914435
4.487786E-07, -0.2225989
4.628029E-07, -0.2551945
4.768272E-07, -0.2890057
4.908516E-07, -0.3237997
5.048759E-07, -0.3593363
5.189002E-07, -0.3953713
5.329246E-07, -0.4316561
5.469489E-07, -0.4679407
5.609732E-07, -0.5039757
5.749976E-07, -0.5395125
5.890219E-07, -0.5743062
6.030462E-07, -0.6081176
6.170706E-07, -0.6407133
6.310948E-07, -0.6718686
6.451192E-07, -0.7013687
6.591435E-07, -0.72901
6.731678E-07, -0.7546019
6.871922E-07, -0.7779672
7.012165E-07, -0.7989444
7.152408E-07, -0.8173882
7.292651E-07, -0.8331705
7.432895E-07, -0.8461815
7.573138E-07, -0.8563302
7.713381E-07, -0.8635453
7.853625E-07, -0.8677755
7.993868E-07, -0.8689898
8.134111E-07, -0.8671778
8.274355E-07, -0.86235
8.414598E-07, -0.8545372
8.554841E-07, -0.8437909
8.695085E-07, -0.8301822
8.835328E-07, -0.8138023
8.975571E-07, -0.7947608
9.115815E-07, -0.773186
9.256058E-07, -0.749223
9.396301E-07, -0.7230335
9.536544E-07, -0.6947945
9.676788E-07, -0.6646966
9.817031E-07, -0.6329436
9.957274E-07, -0.5997505
1.009752E-06, -0.5653416
1.023776E-06, -0.5299499
1.0378E-06, -0.4938155
1.051825E-06, -0.4571832
1.065849E-06, -0.4203005
1.079873E-06, -0.3834182
1.093898E-06, -0.3467858
1.107922E-06, -0.3106511
1.121946E-06, -0.2752597
1.135971E-06, -0.2408509
1.149995E-06, -0.2076574
1.164019E-06, -0.1759045
1.178044E-06, -0.1458068
1.192068E-06, -0.1175675
1.206092E-06, -0.09137818
1.220117E-06, -0.06741524
1.234141E-06, -0.04584023
1.248165E-06, -0.02679884
1.26219E-06, -0.01041895
1.276214E-06, 0.003189653
1.290238E-06, 0.0139361
1.304263E-06, 0.02174884
1.318287E-06, 0.02657664
1.332311E-06, 0.02838859
1.346336E-06, 0.02717429
1.36036E-06, 0.02294415
1.374384E-06, 0.01572901
1.388409E-06, 0.005580306
1.402433E-06, -0.007430613
1.416457E-06, -0.02321303
1.430482E-06, -0.04165676
1.444506E-06, -0.06263393
1.45853E-06, -0.08599919
1.472555E-06, -0.1115911
1.486579E-06, -0.1392325
1.500603E-06, -0.1687325
1.514628E-06, -0.199888
1.528652E-06, -0.2324836
1.542676E-06, -0.2662948
1.556701E-06, -0.3010888
1.570725E-06, -0.3366255
1.584749E-06, -0.3726603
1.598774E-06, -0.4089453
1.612798E-06, -0.4452299
1.626822E-06, -0.4812647
1.640847E-06, -0.5168017
1.654871E-06, -0.5515954
1.668895E-06, -0.5854067
1.68292E-06, -0.6180025
1.696944E-06, -0.6491577
1.710968E-06, -0.6786578
1.724993E-06, -0.7062991
1.739017E-06, -0.731891
1.753041E-06, -0.7552563
1.767066E-06, -0.7762336
1.78109E-06, -0.7946774
1.795114E-06, -0.8104597
1.809139E-06, -0.8234706
1.823163E-06, -0.8336194
1.837187E-06, -0.8408345
1.851212E-06, -0.8450646
1.865236E-06, -0.8462789
1.87926E-06, -0.8444669
1.893285E-06, -0.8396392
1.907309E-06, -0.8318264
1.921333E-06, -0.82108
1.935358E-06, -0.8074713
1.949382E-06, -0.7910915
1.963406E-06, -0.77205
1.977431E-06, -0.7504749
1.991455E-06, -0.7265122
2.005479E-06, -0.7003226
2.019503E-06, -0.6720839
2.033528E-06, -0.6419859
2.047552E-06, -0.6102327
2.061576E-06, -0.5770398
2.075601E-06, -0.5426307
2.089625E-06, -0.5072389
2.103649E-06, -0.4711049
2.117674E-06, -0.4344722
2.131698E-06, -0.3975896
2.145722E-06, -0.3607075
2.159747E-06, -0.3240748
2.173771E-06, -0.2879402
2.187795E-06, -0.252549
2.20182E-06, -0.2181399
2.215844E-06, -0.1849464
2.229868E-06, -0.1531938
2.243893E-06, -0.1230958
2.257917E-06, -0.09485662
2.271941E-06, -0.06866744
2.285966E-06, -0.04470429
2.29999E-06, -0.02312931
2.314014E-06, -0.004088074
2.328039E-06, 0.01229197
2.342063E-06, 0.02590066
2.356087E-06, 0.03664693
2.370112E-06, 0.04445973
2.384136E-06, 0.04928756
2.39816E-06, 0.05109948
2.412185E-06, 0.04988518
2.426209E-06, 0.04565498
2.440233E-06, 0.03843996
2.454258E-06, 0.02829117
2.468282E-06, 0.01528013
2.482306E-06, -0.0005020499
2.496331E-06, -0.0189459
2.510355E-06, -0.03992292
2.524379E-06, -0.06328839
2.538404E-06, -0.08888033
2.552428E-06, -0.1165214
2.566452E-06, -0.1460217
2.580477E-06, -0.1771772
