Seconds,Volts
0, -0.611631
6.612456E-08, -0.464763
1.322491E-07, -0.3264018
1.983737E-07, -0.2045594
2.644983E-07, -0.1062884
3.306228E-07, -0.03727084
3.967474E-07, -0.001489222
4.62872E-07, -0.0009941459
5.289965E-07, -0.03578573
5.951211E-07, -0.1038131
6.612456E-07, -0.2010941
7.273702E-07, -0.3219464
7.934948E-07, -0.4593176
8.596193E-07, -0.6051953
9.257439E-07, -0.7510732
9.918684E-07, -0.8884443
1.057993E-06, -1.009297
1.124118E-06, -1.106578
1.190242E-06, -1.174605
1.256367E-06, -1.209397
1.322491E-06, -1.208902
1.388616E-06, -1.17312
1.45474E-06, -1.104102
1.520865E-06, -1.005831
1.58699E-06, -0.8839889
1.653114E-06, -0.7456278
1.719239E-06, -0.5987598
1.785363E-06, -0.4518918
1.851488E-06, -0.3135305
1.917612E-06, -0.1916884
1.983737E-06, -0.09341723
2.049861E-06, -0.02439964
2.115986E-06, 0.01138204
2.182111E-06, 0.01187706
2.248235E-06, -0.02291447
2.31436E-06, -0.09094197
2.380484E-06, -0.188223
2.446609E-06, -0.3090754
2.512733E-06, -0.4464461
2.578858E-06, -0.592324
2.644982E-06, -0.7382018
2.711107E-06, -0.875573
2.777232E-06, -0.9964253
2.843356E-06, -1.093706
2.909481E-06, -1.161734
2.975605E-06, -1.196525
3.04173E-06, -1.19603
3.107855E-06, -1.160249
3.173979E-06, -1.091231
3.240104E-06, -0.9929602
3.306228E-06, -0.8711178
3.372353E-06, -0.7327566
3.438477E-06, -0.5858886
3.504602E-06, -0.4390206
3.570726E-06, -0.3006593
3.636851E-06, -0.178817
3.702976E-06, -0.08054584
3.7691E-06, -0.01152837
3.835225E-06, 0.02425325
3.901349E-06, 0.02474827
3.967474E-06, -0.01004314
4.033599E-06, -0.07807082
4.099723E-06, -0.1753516
4.165848E-06, -0.2962043
4.231972E-06, -0.4335751
4.298096E-06, -0.5794524
4.364221E-06, -0.7253308
4.430346E-06, -0.8627015
4.49647E-06, -0.9835542
4.562595E-06, -1.080835
4.62872E-06, -1.148863
4.694844E-06, -1.183654
4.760969E-06, -1.183159
4.827093E-06, -1.147377
4.893218E-06, -1.07836
4.959342E-06, -0.9800888
5.025467E-06, -0.8582469
5.091591E-06, -0.7198851
5.157716E-06, -0.5730177
5.223841E-06, -0.4261492
5.289965E-06, -0.2877884
5.35609E-06, -0.1659456
5.422214E-06, -0.06767482
5.488339E-06, 0.001343012
5.554463E-06, 0.03712445
5.620588E-06, 0.03761947
5.686712E-06, 0.002827942
5.752837E-06, -0.0651992
5.818962E-06, -0.1624806
5.885086E-06, -0.2833323
5.951211E-06, -0.4207041
6.017335E-06, -0.5665814
6.08346E-06, -0.7124597
6.149584E-06, -0.8498305
6.215709E-06, -0.9706832
6.281834E-06, -1.067964
6.347958E-06, -1.135991
6.414083E-06, -1.170783
6.480207E-06, -1.170288
6.546332E-06, -1.134506
6.612456E-06, -1.065489
6.678581E-06, -0.9672174
6.744705E-06, -0.8453754
6.81083E-06, -0.7070137
6.876955E-06, -0.5601462
6.943079E-06, -0.4132777
7.009204E-06, -0.2749169
7.075328E-06, -0.1530749
7.141453E-06, -0.05480343
7.207577E-06, 0.01421392
7.273702E-06, 0.04999578
7.339826E-06, 0.0504908
7.405951E-06, 0.01569915
7.472076E-06, -0.05232811
7.5382E-06, -0.1496094
7.604325E-06, -0.2704614
7.670449E-06, -0.407832
7.736574E-06, -0.5537104
7.802699E-06, -0.6995888
7.868823E-06, -0.8369586
7.934947E-06, -0.9578114
8.001072E-06, -1.055093
8.067197E-06, -1.12312
8.133321E-06, -1.157912
8.199446E-06, -1.157417
8.265571E-06, -1.121635
8.331695E-06, -1.052617
8.397819E-06, -0.9543468
8.463944E-06, -0.832504
8.530069E-06, -0.6941422
8.596193E-06, -0.5472758
8.662318E-06, -0.4004073
8.728442E-06, -0.2620455
8.794567E-06, -0.1402028
8.860691E-06, -0.04193264
8.926816E-06, 0.02708524
8.992941E-06, 0.06286699
