Seconds,Volts
0, 0
2.70351E-08, 8.817296E-07
5.40702E-08, 1.763692E-06
8.110529E-08, 2.645422E-06
1.081404E-07, 3.527384E-06
1.351755E-07, 4.409114E-06
1.622106E-07, 5.290844E-06
1.892457E-07, 6.172806E-06
2.162808E-07, 7.054536E-06
2.433159E-07, 7.936498E-06
2.70351E-07, 8.818228E-06
2.973861E-07, 9.699957E-06
3.244212E-07, 1.058192E-05
3.514563E-07, 1.146365E-05
3.784914E-07, 1.234538E-05
4.055265E-07, 1.322734E-05
4.325616E-07, 1.410907E-05
4.595967E-07, 1.499103E-05
4.866317E-07, 1.587276E-05
5.136669E-07, 1.675449E-05
5.407019E-07, 1.763646E-05
5.677371E-07, 1.851819E-05
5.947721E-07, 1.940015E-05
6.218073E-07, 2.028188E-05
6.488423E-07, 2.116361E-05
6.758775E-07, 2.204557E-05
7.029125E-07, 2.29273E-05
7.299477E-07, 2.380926E-05
7.569827E-07, 2.469099E-05
7.840179E-07, 2.557272E-05
8.110529E-07, 2.645468E-05
8.380881E-07, 2.733641E-05
8.651231E-07, -0.007123346
8.921582E-07, -0.007122465
9.191933E-07, -0.007121583
9.462284E-07, -0.007120701
9.732635E-07, -0.00711982
1.000299E-06, -0.007118938
1.027334E-06, -0.007118056
1.054369E-06, -0.007117174
1.081404E-06, -0.007116292
1.108439E-06, -0.007115411
1.135474E-06, -0.007114529
1.162509E-06, -0.007113647
1.189544E-06, -0.007112765
1.216579E-06, -0.007111883
1.243615E-06, -0.007111001
1.27065E-06, -0.00711012
1.297685E-06, -0.007109238
1.32472E-06, -0.007108356
1.351755E-06, -0.007107474
1.37879E-06, -0.007106592
1.405825E-06, -0.00710571
1.43286E-06, -0.007104828
1.459895E-06, -0.007103947
1.48693E-06, -0.007103065
1.513965E-06, -0.007102183
1.541001E-06, -0.007101301
1.568036E-06, -0.007100419
1.595071E-06, -0.007099538
1.622106E-06, -0.007098656
1.649141E-06, -0.007097774
1.676176E-06, -0.007096892
1.703211E-06, -0.00709601
1.730246E-06, -0.007095128
1.757281E-06, -0.007094247
1.784316E-06, -0.007093365
1.811352E-06, -0.007092483
1.838387E-06, -0.007091601
1.865422E-06, -0.007090719
1.892457E-06, -0.007089837
1.919492E-06, -0.007088955
1.946527E-06, -0.007088074
1.973562E-06, -0.007087192
